,Experiment_ID,Algorithm,N,R,range_flag,type,seed,k,L,w,Average AF,Recall@N,QPS,tApproximateAverage,tTrueAverage
249,250,lsh,50,2000.0,false,protein,1,8,12,7.0,1.0,0.30643,93.6291,0.0106804,0.00547155
250,251,lsh,50,2000.0,false,protein,1,8,12,9.0,1.00232,0.30643,85.8154,0.0116529,0.00541165
251,252,lsh,50,2000.0,false,protein,1,8,12,10.0,1.00232,0.30643,84.265,0.0118673,0.00541841
252,253,lsh,50,2000.0,false,protein,1,8,14,5.0,1.0,0.29643,92.6588,0.0107923,0.00526699
253,254,lsh,50,2000.0,false,protein,1,8,14,7.0,1.0,0.30643,89.6586,0.0111534,0.00527772
254,255,lsh,50,2000.0,false,protein,1,8,14,9.0,1.0,0.30643,81.2957,0.0123008,0.00527293
255,256,lsh,50,2000.0,false,protein,1,8,14,10.0,1.0,0.30643,78.6631,0.0127124,0.00562981
256,257,lsh,100,2000.0,false,protein,1,2,8,5.0,1.0,0.361653,81.4839,0.0122724,0.00544455
257,258,lsh,100,2000.0,false,protein,1,2,8,7.0,1.0,0.369986,73.3594,0.0136315,0.00527942
258,259,lsh,100,2000.0,false,protein,1,2,8,9.0,1.0,0.369986,72.1255,0.0138647,0.00534675
259,260,lsh,100,2000.0,false,protein,1,2,8,10.0,1.0,0.369986,68.9346,0.0145065,0.00538595
260,261,lsh,100,2000.0,false,protein,1,2,10,5.0,1.0,0.369986,78.2548,0.0127788,0.00532396
261,262,lsh,100,2000.0,false,protein,1,2,10,7.0,1.0,0.369986,64.3042,0.0155511,0.00547092
262,263,lsh,100,2000.0,false,protein,1,2,10,9.0,1.0,0.369986,65.2366,0.0153288,0.00539503
263,264,lsh,100,2000.0,false,protein,1,2,10,10.0,1.0,0.369986,63.0512,0.0158601,0.00534002
264,265,lsh,100,2000.0,false,protein,1,2,12,5.0,1.0,0.369986,71.7751,0.0139324,0.00532948
265,266,lsh,100,2000.0,false,protein,1,2,12,7.0,1.0,0.369986,59.91,0.0166917,0.00538533
266,267,lsh,100,2000.0,false,protein,1,2,12,9.0,1.0,0.369986,58.3494,0.0171381,0.00538634
267,268,lsh,100,2000.0,false,protein,1,2,12,10.0,1.0,0.369986,54.247,0.0184342,0.00537128
268,269,lsh,100,2000.0,false,protein,1,2,14,5.0,1.0,0.369986,66.3303,0.0150761,0.00538457
269,270,lsh,100,2000.0,false,protein,1,2,14,7.0,1.0,0.369986,55.7209,0.0179466,0.00530621
270,271,lsh,100,2000.0,false,protein,1,2,14,9.0,1.0,0.369986,53.1217,0.0188247,0.00546592
271,272,lsh,100,2000.0,false,protein,1,2,14,10.0,1.0,0.369986,50.8229,0.0196762,0.00537965
272,273,lsh,100,2000.0,false,protein,1,4,8,5.0,1.0,0.369986,93.548,0.0106897,0.00526856
273,274,lsh,100,2000.0,false,protein,1,4,8,7.0,1.0,0.369986,79.4419,0.0125878,0.00534171
274,275,lsh,100,2000.0,false,protein,1,4,8,9.0,1.0,0.368813,82.6579,0.0120981,0.00524491
275,276,lsh,100,2000.0,false,protein,1,4,8,10.0,1.0,0.369986,78.7112,0.0127047,0.00559428
276,277,lsh,100,2000.0,false,protein,1,4,10,5.0,1.0,0.369986,82.4743,0.012125,0.00531874
277,278,lsh,100,2000.0,false,protein,1,4,10,7.0,1.0,0.369986,70.4526,0.0141939,0.00539508
278,279,lsh,100,2000.0,false,protein,1,4,10,9.0,1.0,0.369986,71.6574,0.0139553,0.00533216
279,280,lsh,100,2000.0,false,protein,1,4,10,10.0,1.0,0.369986,70.1067,0.014264,0.00537468
280,281,lsh,100,2000.0,false,protein,1,4,12,5.0,1.0,0.369986,75.8908,0.0131768,0.00538827
281,282,lsh,100,2000.0,false,protein,1,4,12,7.0,1.0,0.369986,65.6872,0.0152237,0.00529708
282,283,lsh,100,2000.0,false,protein,1,4,12,9.0,1.0,0.369986,63.8419,0.0156637,0.005333
283,284,lsh,100,2000.0,false,protein,1,4,12,10.0,1.0,0.369986,64.1574,0.0155867,0.00532937
284,285,lsh,100,2000.0,false,protein,1,4,14,5.0,1.0,0.369986,71.3119,0.0140229,0.00542288
285,286,lsh,100,2000.0,false,protein,1,4,14,7.0,1.0,0.369986,60.8877,0.0164237,0.00536512
286,287,lsh,100,2000.0,false,protein,1,4,14,9.0,1.0,0.369986,59.4446,0.0168224,0.00536788
287,288,lsh,100,2000.0,false,protein,1,4,14,10.0,1.0,0.369986,58.026,0.0172336,0.00539472
288,289,lsh,100,2000.0,false,protein,1,6,8,5.0,1.0,0.363225,113.26,0.00882925,0.0053308
289,290,lsh,100,2000.0,false,protein,1,6,8,7.0,1.0,0.369896,97.8005,0.0102249,0.00529432
290,291,lsh,100,2000.0,false,protein,1,6,8,9.0,1.0,0.365632,95.2393,0.0104999,0.00532098
291,292,lsh,100,2000.0,false,protein,1,6,8,10.0,1.0,0.364799,90.5996,0.0110376,0.00538187
292,293,lsh,100,2000.0,false,protein,1,6,10,5.0,1.0,0.366219,101.54,0.00984833,0.00532933
293,294,lsh,100,2000.0,false,protein,1,6,10,7.0,1.0,0.365107,87.8666,0.0113809,0.00536864
294,295,lsh,100,2000.0,false,protein,1,6,10,9.0,1.0,0.367979,84.8866,0.0117804,0.00532637
295,296,lsh,100,2000.0,false,protein,1,6,10,10.0,1.0,0.364799,81.1788,0.0123185,0.00529466
296,297,lsh,100,2000.0,false,protein,1,6,12,5.0,1.0,0.368787,94.9719,0.0105294,0.00537758
297,298,lsh,100,2000.0,false,protein,1,6,12,7.0,1.0,0.36276,81.6414,0.0122487,0.00540775
298,299,lsh,100,2000.0,false,protein,1,6,12,9.0,1.0,0.368813,78.3891,0.0127569,0.00537632
299,300,lsh,100,2000.0,false,protein,1,6,12,10.0,1.0,0.366465,75.3126,0.013278,0.00533114
300,301,lsh,100,2000.0,false,protein,1,6,14,5.0,1.0,0.367095,90.2592,0.0110792,0.00528193
301,302,lsh,100,2000.0,false,protein,1,6,14,7.0,1.0,0.367639,77.3836,0.0129226,0.00534326
302,303,lsh,100,2000.0,false,protein,1,6,14,9.0,1.0,0.369986,73.6464,0.0135784,0.00525309
303,304,lsh,100,2000.0,false,protein,1,6,14,10.0,1.0,0.366465,69.7689,0.014333,0.00538507
304,305,lsh,100,2000.0,false,protein,1,8,8,5.0,1.0,0.337247,128.333,0.00779226,0.00522639
305,306,lsh,100,2000.0,false,protein,1,8,8,7.0,1.0,0.358651,112.523,0.00888703,0.00531651
306,307,lsh,100,2000.0,false,protein,1,8,8,9.0,1.00536,0.360319,101.331,0.00986867,0.00536317
307,308,lsh,100,2000.0,false,protein,1,8,8,10.0,1.00536,0.368175,100.096,0.0099904,0.00541092
308,309,lsh,100,2000.0,false,protein,1,8,10,5.0,1.0,0.348421,111.497,0.00896886,0.00535017
309,310,lsh,100,2000.0,false,protein,1,8,10,7.0,1.0,0.363965,101.456,0.00985645,0.00533307
310,311,lsh,100,2000.0,false,protein,1,8,10,9.0,1.00536,0.359978,93.037,0.0107484,0.00534364
311,312,lsh,100,2000.0,false,protein,1,8,10,10.0,1.00536,0.368175,92.3554,0.0108277,0.00541708
312,313,lsh,100,2000.0,false,protein,1,8,12,5.0,1.0,0.362461,100.345,0.00996564,0.00533722
313,314,lsh,100,2000.0,false,protein,1,8,12,7.0,1.0,0.367639,93.9911,0.0106393,0.005373
314,315,lsh,100,2000.0,false,protein,1,8,12,9.0,1.00232,0.369986,86.0908,0.0116156,0.00527557
315,316,lsh,100,2000.0,false,protein,1,8,12,10.0,1.00232,0.368175,85.0626,0.011756,0.00522094
316,317,lsh,100,2000.0,false,protein,1,8,14,5.0,1.0,0.358421,91.489,0.0109303,0.00543458
317,318,lsh,100,2000.0,false,protein,1,8,14,7.0,1.0,0.368813,89.8189,0.0111335,0.00539673
318,319,lsh,100,2000.0,false,protein,1,8,14,9.0,1.0,0.369986,81.732,0.0122351,0.00530616
319,320,lsh,100,2000.0,false,protein,1,8,14,10.0,1.0,0.369986,77.348,0.0129286,0.00563608
320,321,lsh,150,2000.0,false,protein,1,2,8,5.0,1.0,0.40425,82.4504,0.0121285,0.00536323
321,322,lsh,150,2000.0,false,protein,1,2,8,7.0,1.0,0.412583,73.0509,0.0136891,0.00531113
322,323,lsh,150,2000.0,false,protein,1,2,8,9.0,1.0,0.412583,71.4382,0.0139981,0.00534127
323,324,lsh,150,2000.0,false,protein,1,2,8,10.0,1.0,0.412583,68.3961,0.0146207,0.00542433
324,325,lsh,150,2000.0,false,protein,1,2,10,5.0,1.0,0.412583,78.1528,0.0127954,0.00529285
325,326,lsh,150,2000.0,false,protein,1,2,10,7.0,1.0,0.412583,65.0875,0.0153639,0.0053695
326,327,lsh,150,2000.0,false,protein,1,2,10,9.0,1.0,0.412583,65.4085,0.0152885,0.00533661
327,328,lsh,150,2000.0,false,protein,1,2,10,10.0,1.0,0.412583,62.4924,0.016002,0.0054973
328,329,lsh,150,2000.0,false,protein,1,2,12,5.0,1.0,0.412583,72.955,0.0137071,0.00529397
329,330,lsh,150,2000.0,false,protein,1,2,12,7.0,1.0,0.412583,59.5239,0.0168,0.00538884
330,331,lsh,150,2000.0,false,protein,1,2,12,9.0,1.0,0.412583,58.393,0.0171253,0.00552087
331,332,lsh,150,2000.0,false,protein,1,2,12,10.0,1.0,0.412583,55.1942,0.0181178,0.00544873
332,333,lsh,150,2000.0,false,protein,1,2,14,5.0,1.0,0.412583,66.3134,0.0150799,0.00546186
333,334,lsh,150,2000.0,false,protein,1,2,14,7.0,1.0,0.412583,55.1372,0.0181366,0.00538176
334,335,lsh,150,2000.0,false,protein,1,2,14,9.0,1.0,0.412583,52.8797,0.0189108,0.00551548
335,336,lsh,150,2000.0,false,protein,1,2,14,10.0,1.0,0.412583,51.7735,0.0193149,0.0053538
336,337,lsh,150,2000.0,false,protein,1,4,8,5.0,1.0,0.411591,93.4333,0.0107028,0.00524782
337,338,lsh,150,2000.0,false,protein,1,4,8,7.0,1.0,0.412583,79.5135,0.0125765,0.00535488
338,339,lsh,150,2000.0,false,protein,1,4,8,9.0,1.0,0.41141,81.6007,0.0122548,0.00555938
339,340,lsh,150,2000.0,false,protein,1,4,8,10.0,1.0,0.412583,77.9691,0.0128256,0.00545213
340,341,lsh,150,2000.0,false,protein,1,4,10,5.0,1.0,0.412583,84.4033,0.0118479,0.0054068
341,342,lsh,150,2000.0,false,protein,1,4,10,7.0,1.0,0.412583,70.8265,0.014119,0.00536813
342,343,lsh,150,2000.0,false,protein,1,4,10,9.0,1.0,0.412583,70.8684,0.0141107,0.00544272
343,344,lsh,150,2000.0,false,protein,1,4,10,10.0,1.0,0.412583,68.5911,0.0145791,0.00548347
344,345,lsh,150,2000.0,false,protein,1,4,12,5.0,1.0,0.412583,77.7542,0.012861,0.00539298
345,346,lsh,150,2000.0,false,protein,1,4,12,7.0,1.0,0.412583,65.5006,0.015267,0.00531063
346,347,lsh,150,2000.0,false,protein,1,4,12,9.0,1.0,0.412583,64.1851,0.01558,0.00531609
347,348,lsh,150,2000.0,false,protein,1,4,12,10.0,1.0,0.412583,64.5886,0.0154826,0.00535674
348,349,lsh,150,2000.0,false,protein,1,4,14,5.0,1.0,0.412583,72.0865,0.0138722,0.00528767
349,350,lsh,150,2000.0,false,protein,1,4,14,7.0,1.0,0.412583,60.513,0.0165254,0.00539581
350,351,lsh,150,2000.0,false,protein,1,4,14,9.0,1.0,0.412583,59.8955,0.0166958,0.00540057
351,352,lsh,150,2000.0,false,protein,1,4,14,10.0,1.0,0.412583,58.0672,0.0172214,0.00535257
352,353,lsh,150,2000.0,false,protein,1,6,8,5.0,1.0,0.403127,113.269,0.00882851,0.00529463
353,354,lsh,150,2000.0,false,protein,1,6,8,7.0,1.0,0.404175,95.7273,0.0104463,0.00533377
354,355,lsh,150,2000.0,false,protein,1,6,8,9.0,1.0,0.405606,95.2869,0.0104946,0.00540204
355,356,lsh,150,2000.0,false,protein,1,6,8,10.0,1.0,0.407921,89.5861,0.0111624,0.00527953
356,357,lsh,150,2000.0,false,protein,1,6,10,5.0,1.0,0.409409,101.504,0.00985183,0.00543382
357,358,lsh,150,2000.0,false,protein,1,6,10,7.0,1.0,0.405365,87.7692,0.0113935,0.00538843
358,359,lsh,150,2000.0,false,protein,1,6,10,9.0,1.0,0.409095,83.4366,0.0119852,0.00541222
359,360,lsh,150,2000.0,false,protein,1,6,10,10.0,1.0,0.407921,80.4339,0.0124326,0.00535529
360,361,lsh,150,2000.0,false,protein,1,6,12,5.0,1.0,0.413973,94.5179,0.01058,0.00548676
361,362,lsh,150,2000.0,false,protein,1,6,12,7.0,1.0,0.406514,81.743,0.0122335,0.00532881
362,363,lsh,150,2000.0,false,protein,1,6,12,9.0,1.0,0.41141,77.6106,0.0128848,0.00549308
363,364,lsh,150,2000.0,false,protein,1,6,12,10.0,1.0,0.409062,74.1762,0.0134814,0.00540353
364,365,lsh,150,2000.0,false,protein,1,6,14,5.0,1.0,0.41141,87.2571,0.0114604,0.00573543
365,366,lsh,150,2000.0,false,protein,1,6,14,7.0,1.0,0.410236,76.2128,0.0131212,0.00540382
366,367,lsh,150,2000.0,false,protein,1,6,14,9.0,1.0,0.412583,71.0684,0.014071,0.00538453
367,368,lsh,150,2000.0,false,protein,1,6,14,10.0,1.0,0.409062,70.4037,0.0142038,0.00531797
368,369,lsh,150,2000.0,false,protein,1,8,8,5.0,1.0,0.372304,124.807,0.00801236,0.00545691
369,370,lsh,150,2000.0,false,protein,1,8,8,7.0,1.0,0.400531,109.98,0.00909253,0.00536768
370,371,lsh,150,2000.0,false,protein,1,8,8,9.0,1.00536,0.403106,91.1395,0.0109722,0.00582707
371,372,lsh,150,2000.0,false,protein,1,8,8,10.0,1.00536,0.411351,100.793,0.00992133,0.0052677
372,373,lsh,150,2000.0,false,protein,1,8,10,5.0,1.0,0.38051,108.194,0.00924268,0.00552169
373,374,lsh,150,2000.0,false,protein,1,8,10,7.0,1.0,0.407747,89.6776,0.0111511,0.00672178
374,375,lsh,150,2000.0,false,protein,1,8,10,9.0,1.00536,0.405397,76.7033,0.0130373,0.00699799
375,376,lsh,150,2000.0,false,protein,1,8,10,10.0,1.00536,0.411351,79.1517,0.012634,0.00630199
376,377,lsh,150,2000.0,false,protein,1,8,12,5.0,1.0,0.400745,100.254,0.00997468,0.00530643
377,378,lsh,150,2000.0,false,protein,1,8,12,7.0,1.0,0.410633,91.7716,0.0108966,0.00569552
378,379,lsh,150,2000.0,false,protein,1,8,12,9.0,1.00232,0.412583,70.3527,0.0142141,0.00784534
379,380,lsh,150,2000.0,false,protein,1,8,12,10.0,1.00232,0.410772,69.5757,0.0143728,0.00728163
380,381,lsh,150,2000.0,false,protein,1,8,14,5.0,1.0,0.401332,76.2454,0.0131155,0.00805813
381,382,lsh,150,2000.0,false,protein,1,8,14,7.0,1.0,0.411988,86.5121,0.0115591,0.00553777
382,383,lsh,150,2000.0,false,protein,1,8,14,9.0,1.0,0.412583,74.4578,0.0134304,0.00627762
383,384,lsh,150,2000.0,false,protein,1,8,14,10.0,1.0,0.412583,70.0101,0.0142836,0.00654442
