,Experiment_ID,Algorithm,N,R,range_flag,type,seed,kproj,w,M,probes,Average AF,Recall@N,QPS,tApproximateAverage,tTrueAverage
699,700,hypercube,1,2000.0,false,protein,1,12,8.0,100,14,1.87303,0.0,4178.13,0.000239342,0.00524569
700,701,hypercube,1,2000.0,false,protein,1,12,8.0,100,16,1.87303,0.0,4288.78,0.000233167,0.00533547
701,702,hypercube,1,2000.0,false,protein,1,12,8.0,100,18,1.87303,0.0,4290.0,0.0002331,0.00522018
702,703,hypercube,1,2000.0,false,protein,1,12,8.0,1000,2,1.45372,0.0833333,3278.24,0.000305042,0.00526214
703,704,hypercube,1,2000.0,false,protein,1,12,8.0,1000,4,1.45372,0.0833333,3039.59,0.000328992,0.00521421
704,705,hypercube,1,2000.0,false,protein,1,12,8.0,1000,6,1.45372,0.0833333,2388.34,0.0004187,0.00525273
705,706,hypercube,1,2000.0,false,protein,1,12,8.0,1000,8,1.45372,0.0833333,2171.67,0.000460475,0.00519035
706,707,hypercube,1,2000.0,false,protein,1,12,8.0,1000,10,1.45372,0.0833333,1994.95,0.000501267,0.00524288
707,708,hypercube,1,2000.0,false,protein,1,12,8.0,1000,12,1.45372,0.0833333,2030.32,0.000492533,0.00524079
708,709,hypercube,1,2000.0,false,protein,1,12,8.0,1000,14,1.45372,0.0833333,2039.01,0.000490433,0.0051749
709,710,hypercube,1,2000.0,false,protein,1,12,8.0,1000,16,1.45372,0.0833333,1877.26,0.000532692,0.00521428
710,711,hypercube,1,2000.0,false,protein,1,12,8.0,1000,18,1.45372,0.0833333,2064.48,0.000484383,0.00514827
711,712,hypercube,1,2000.0,false,protein,1,12,8.0,10000,2,1.13385,0.0833333,355.16,0.00281563,0.00522457
712,713,hypercube,1,2000.0,false,protein,1,12,8.0,10000,4,1.13385,0.0833333,348.379,0.00287043,0.0051458
713,714,hypercube,1,2000.0,false,protein,1,12,8.0,10000,6,1.13385,0.0833333,340.13,0.00294005,0.00519072
714,715,hypercube,1,2000.0,false,protein,1,12,8.0,10000,8,1.13385,0.0833333,335.149,0.00298375,0.00519991
715,716,hypercube,1,2000.0,false,protein,1,12,8.0,10000,10,1.13385,0.0833333,329.366,0.00303613,0.0052103
716,717,hypercube,1,2000.0,false,protein,1,12,8.0,10000,12,1.13385,0.0833333,333.187,0.00300132,0.00519331
717,718,hypercube,1,2000.0,false,protein,1,12,8.0,10000,14,1.13385,0.0833333,328.008,0.00304871,0.00511968
718,719,hypercube,1,2000.0,false,protein,1,12,8.0,10000,16,1.13385,0.0833333,324.259,0.00308396,0.00516615
719,720,hypercube,1,2000.0,false,protein,1,12,8.0,10000,18,1.13385,0.0833333,331.855,0.00301337,0.00508093
720,721,hypercube,1,2000.0,false,protein,1,12,10.0,10,2,2.35983,0.0,130862.0,7.64167,0.00526027
721,722,hypercube,1,2000.0,false,protein,1,12,10.0,10,4,2.35983,0.0,23197.4,4.31083,0.00526395
722,723,hypercube,1,2000.0,false,protein,1,12,10.0,10,6,2.35983,0.0,7933.88,0.000126042,0.00535677
723,724,hypercube,1,2000.0,false,protein,1,12,10.0,10,8,2.35983,0.0,5551.96,0.000180117,0.00521656
724,725,hypercube,1,2000.0,false,protein,1,12,10.0,10,10,2.35983,0.0,4732.61,0.0002113,0.00530182
725,726,hypercube,1,2000.0,false,protein,1,12,10.0,10,12,2.35983,0.0,4694.84,0.000213,0.00526519
726,727,hypercube,1,2000.0,false,protein,1,12,10.0,10,14,2.35983,0.0,4839.1,0.00020665,0.00521897
727,728,hypercube,1,2000.0,false,protein,1,12,10.0,10,16,2.35983,0.0,4718.84,0.000211917,0.00531649
728,729,hypercube,1,2000.0,false,protein,1,12,10.0,10,18,2.35983,0.0,4979.67,0.000200817,0.00525308
729,730,hypercube,1,2000.0,false,protein,1,12,10.0,100,2,1.89476,0.0,30651.3,3.2625,0.00531248
730,731,hypercube,1,2000.0,false,protein,1,12,10.0,100,4,1.89476,0.0,15766.7,6.3425,0.00526775
731,732,hypercube,1,2000.0,false,protein,1,12,10.0,100,6,1.89476,0.0,6872.85,0.0001455,0.00526455
732,733,hypercube,1,2000.0,false,protein,1,12,10.0,100,8,1.89476,0.0,4747.02,0.000210658,0.00527647
733,734,hypercube,1,2000.0,false,protein,1,12,10.0,100,10,1.89476,0.0,4567.08,0.000218958,0.00532291
734,735,hypercube,1,2000.0,false,protein,1,12,10.0,100,12,1.89476,0.0,4406.26,0.00022695,0.00528311
735,736,hypercube,1,2000.0,false,protein,1,12,10.0,100,14,1.89476,0.0,4351.93,0.000229783,0.00533136
736,737,hypercube,1,2000.0,false,protein,1,12,10.0,100,16,1.89476,0.0,4479.62,0.000223233,0.00531171
737,738,hypercube,1,2000.0,false,protein,1,12,10.0,100,18,1.89476,0.0,4455.5,0.000224442,0.00526204
738,739,hypercube,1,2000.0,false,protein,1,12,10.0,1000,2,1.61786,0.0,3735.87,0.000267675,0.00522784
739,740,hypercube,1,2000.0,false,protein,1,12,10.0,1000,4,1.61786,0.0,3068.98,0.000325842,0.00535023
740,741,hypercube,1,2000.0,false,protein,1,12,10.0,1000,6,1.61786,0.0,2640.73,0.000378683,0.00522679
741,742,hypercube,1,2000.0,false,protein,1,12,10.0,1000,8,1.61786,0.0,2206.37,0.000453233,0.00521983
742,743,hypercube,1,2000.0,false,protein,1,12,10.0,1000,10,1.61786,0.0,2168.61,0.000461125,0.00529034
743,744,hypercube,1,2000.0,false,protein,1,12,10.0,1000,12,1.61786,0.0,2151.08,0.000464883,0.00525389
744,745,hypercube,1,2000.0,false,protein,1,12,10.0,1000,14,1.61786,0.0,2166.1,0.000461658,0.00521706
745,746,hypercube,1,2000.0,false,protein,1,12,10.0,1000,16,1.61786,0.0,2024.94,0.000493842,0.0053021
746,747,hypercube,1,2000.0,false,protein,1,12,10.0,1000,18,1.61786,0.0,2168.69,0.000461108,0.00521498
747,748,hypercube,1,2000.0,false,protein,1,12,10.0,10000,2,1.07181,0.166667,349.643,0.00286006,0.00516181
748,749,hypercube,1,2000.0,false,protein,1,12,10.0,10000,4,1.07181,0.166667,343.487,0.00291132,0.005221
749,750,hypercube,1,2000.0,false,protein,1,12,10.0,10000,6,1.07181,0.166667,338.303,0.00295593,0.00515777
750,751,hypercube,1,2000.0,false,protein,1,12,10.0,10000,8,1.07181,0.166667,330.176,0.00302869,0.00519963
751,752,hypercube,1,2000.0,false,protein,1,12,10.0,10000,10,1.07181,0.166667,311.873,0.00320643,0.00518028
752,753,hypercube,1,2000.0,false,protein,1,12,10.0,10000,12,1.07181,0.166667,336.323,0.00297333,0.00516233
753,754,hypercube,1,2000.0,false,protein,1,12,10.0,10000,14,1.07181,0.166667,327.918,0.00304954,0.00521955
754,755,hypercube,1,2000.0,false,protein,1,12,10.0,10000,16,1.07181,0.166667,328.722,0.00304208,0.00519106
755,756,hypercube,1,2000.0,false,protein,1,12,10.0,10000,18,1.07181,0.166667,318.481,0.00313991,0.00529597
756,757,hypercube,1,2000.0,false,protein,1,12,12.0,10,2,2.27367,0.0,121090.0,8.25833,0.0052814
757,758,hypercube,1,2000.0,false,protein,1,12,12.0,10,4,2.27367,0.0,23246.8,4.30167,0.00519307
758,759,hypercube,1,2000.0,false,protein,1,12,12.0,10,6,2.27367,0.0,7924.45,0.000126192,0.0053338
759,760,hypercube,1,2000.0,false,protein,1,12,12.0,10,8,2.27367,0.0,5312.79,0.000188225,0.00530435
760,761,hypercube,1,2000.0,false,protein,1,12,12.0,10,10,2.27367,0.0,4931.57,0.000202775,0.00519527
761,762,hypercube,1,2000.0,false,protein,1,12,12.0,10,12,2.27367,0.0,4835.2,0.000206817,0.00539745
762,763,hypercube,1,2000.0,false,protein,1,12,12.0,10,14,2.27367,0.0,4894.36,0.000204317,0.00516583
763,764,hypercube,1,2000.0,false,protein,1,12,12.0,10,16,2.27367,0.0,4846.53,0.000206333,0.00520106
764,765,hypercube,1,2000.0,false,protein,1,12,12.0,10,18,2.27367,0.0,4821.6,0.0002074,0.00534769
765,766,hypercube,1,2000.0,false,protein,1,12,12.0,100,2,1.91267,0.0,31562.3,3.16833,0.00518381
766,767,hypercube,1,2000.0,false,protein,1,12,12.0,100,4,1.91267,0.0,14287.4,6.99917,0.00528053
767,768,hypercube,1,2000.0,false,protein,1,12,12.0,100,6,1.91267,0.0,6120.58,0.000163383,0.00522103
768,769,hypercube,1,2000.0,false,protein,1,12,12.0,100,8,1.91267,0.0,4834.23,0.000206858,0.00522383
769,770,hypercube,1,2000.0,false,protein,1,12,12.0,100,10,1.91267,0.0,4488.67,0.000222783,0.00540906
770,771,hypercube,1,2000.0,false,protein,1,12,12.0,100,12,1.91267,0.0,4368.4,0.000228917,0.00521522
771,772,hypercube,1,2000.0,false,protein,1,12,12.0,100,14,1.91267,0.0,4363.64,0.000229167,0.00526147
772,773,hypercube,1,2000.0,false,protein,1,12,12.0,100,16,1.91267,0.0,4215.85,0.0002372,0.00526662
773,774,hypercube,1,2000.0,false,protein,1,12,12.0,100,18,1.91267,0.0,4348.77,0.00022995,0.00522945
774,775,hypercube,1,2000.0,false,protein,1,12,12.0,1000,2,1.52678,0.0,3364.17,0.00029725,0.00537576
775,776,hypercube,1,2000.0,false,protein,1,12,12.0,1000,4,1.52678,0.0,3070.07,0.000325725,0.00518511
776,777,hypercube,1,2000.0,false,protein,1,12,12.0,1000,6,1.52678,0.0,2547.12,0.0003926,0.00530623
777,778,hypercube,1,2000.0,false,protein,1,12,12.0,1000,8,1.52678,0.0,2120.4,0.000471608,0.00525673
778,779,hypercube,1,2000.0,false,protein,1,12,12.0,1000,10,1.52678,0.0,2069.11,0.0004833,0.00522218
779,780,hypercube,1,2000.0,false,protein,1,12,12.0,1000,12,1.52678,0.0,2047.57,0.000488383,0.00529431
780,781,hypercube,1,2000.0,false,protein,1,12,12.0,1000,14,1.52678,0.0,1967.44,0.000508275,0.00534129
781,782,hypercube,1,2000.0,false,protein,1,12,12.0,1000,16,1.52678,0.0,2073.58,0.000482258,0.00517788
782,783,hypercube,1,2000.0,false,protein,1,12,12.0,1000,18,1.52678,0.0,2049.95,0.000487817,0.00530343
783,784,hypercube,1,2000.0,false,protein,1,12,12.0,10000,2,1.03672,0.25,372.766,0.00268265,0.0050494
784,785,hypercube,1,2000.0,false,protein,1,12,12.0,10000,4,1.03672,0.25,371.68,0.00269048,0.0050506
785,786,hypercube,1,2000.0,false,protein,1,12,12.0,10000,6,1.03672,0.25,357.965,0.00279357,0.00535879
786,787,hypercube,1,2000.0,false,protein,1,12,12.0,10000,8,1.03672,0.25,345.407,0.00289513,0.00518327
787,788,hypercube,1,2000.0,false,protein,1,12,12.0,10000,10,1.03672,0.25,338.403,0.00295506,0.00513997
788,789,hypercube,1,2000.0,false,protein,1,12,12.0,10000,12,1.03672,0.25,346.173,0.00288873,0.00521112
789,790,hypercube,1,2000.0,false,protein,1,12,12.0,10000,14,1.03672,0.25,343.863,0.00290813,0.00513282
790,791,hypercube,1,2000.0,false,protein,1,12,12.0,10000,16,1.03672,0.25,339.809,0.00294283,0.00513822
791,792,hypercube,1,2000.0,false,protein,1,12,12.0,10000,18,1.03672,0.25,346.775,0.00288372,0.00517547
792,793,hypercube,1,2000.0,false,protein,1,12,15.0,10,2,2.31714,0.0,129450.0,7.725,0.00524469
793,794,hypercube,1,2000.0,false,protein,1,12,15.0,10,4,2.31714,0.0,22731.6,4.39917,0.00521666
794,795,hypercube,1,2000.0,false,protein,1,12,15.0,10,6,2.31714,0.0,8201.2,0.000121933,0.00527824
795,796,hypercube,1,2000.0,false,protein,1,12,15.0,10,8,2.31714,0.0,5520.03,0.000181158,0.00521502
796,797,hypercube,1,2000.0,false,protein,1,12,15.0,10,10,2.31714,0.0,5003.54,0.000199858,0.00524819
797,798,hypercube,1,2000.0,false,protein,1,12,15.0,10,12,2.31714,0.0,4912.8,0.00020355,0.00525559
798,799,hypercube,1,2000.0,false,protein,1,12,15.0,10,14,2.31714,0.0,4827.42,0.00020715,0.00525234
799,800,hypercube,1,2000.0,false,protein,1,12,15.0,10,16,2.31714,0.0,4508.91,0.000221783,0.00532817
800,801,hypercube,1,2000.0,false,protein,1,12,15.0,10,18,2.31714,0.0,4835.78,0.000206792,0.00522176
801,802,hypercube,1,2000.0,false,protein,1,12,15.0,100,2,1.8967,0.0,33149.2,3.01667,0.00536551
802,803,hypercube,1,2000.0,false,protein,1,12,15.0,100,4,1.8967,0.0,16380.0,6.105,0.00529759
803,804,hypercube,1,2000.0,false,protein,1,12,15.0,100,6,1.8967,0.0,6821.28,0.0001466,0.0052928
804,805,hypercube,1,2000.0,false,protein,1,12,15.0,100,8,1.8967,0.0,4908.18,0.000203742,0.00525968
805,806,hypercube,1,2000.0,false,protein,1,12,15.0,100,10,1.8967,0.0,4528.99,0.0002208,0.00524689
806,807,hypercube,1,2000.0,false,protein,1,12,15.0,100,12,1.8967,0.0,4364.59,0.000229117,0.00526572
807,808,hypercube,1,2000.0,false,protein,1,12,15.0,100,14,1.8967,0.0,4443.95,0.000225025,0.00527321
808,809,hypercube,1,2000.0,false,protein,1,12,15.0,100,16,1.8967,0.0,4326.51,0.000231133,0.0056965
809,810,hypercube,1,2000.0,false,protein,1,12,15.0,100,18,1.8967,0.0,4247.19,0.00023545,0.00562732
810,811,hypercube,1,2000.0,false,protein,1,12,15.0,1000,2,1.61523,0.0,4083.99,0.000244858,0.00520802
811,812,hypercube,1,2000.0,false,protein,1,12,15.0,1000,4,1.61523,0.0,3455.43,0.0002894,0.00528073
812,813,hypercube,1,2000.0,false,protein,1,12,15.0,1000,6,1.61523,0.0,2715.79,0.000368217,0.00523447
813,814,hypercube,1,2000.0,false,protein,1,12,15.0,1000,8,1.61523,0.0,2329.64,0.00042925,0.00520697
814,815,hypercube,1,2000.0,false,protein,1,12,15.0,1000,10,1.61523,0.0,2261.46,0.000442192,0.0055917
815,816,hypercube,1,2000.0,false,protein,1,12,15.0,1000,12,1.61523,0.0,2193.58,0.000455875,0.00523273
816,817,hypercube,1,2000.0,false,protein,1,12,15.0,1000,14,1.61523,0.0,2193.5,0.000455892,0.00524515
817,818,hypercube,1,2000.0,false,protein,1,12,15.0,1000,16,1.61523,0.0,2252.21,0.000444008,0.00524252
818,819,hypercube,1,2000.0,false,protein,1,12,15.0,1000,18,1.61523,0.0,2209.58,0.000452575,0.00527559
819,820,hypercube,1,2000.0,false,protein,1,12,15.0,10000,2,1.0972,0.166667,412.135,0.00242639,0.00524082
820,821,hypercube,1,2000.0,false,protein,1,12,15.0,10000,4,1.0972,0.166667,400.693,0.00249567,0.00518775
821,822,hypercube,1,2000.0,false,protein,1,12,15.0,10000,6,1.0972,0.166667,388.507,0.00257396,0.00517914
822,823,hypercube,1,2000.0,false,protein,1,12,15.0,10000,8,1.0972,0.166667,374.415,0.00267083,0.00515526
823,824,hypercube,1,2000.0,false,protein,1,12,15.0,10000,10,1.0972,0.166667,378.561,0.00264158,0.00512716
824,825,hypercube,1,2000.0,false,protein,1,12,15.0,10000,12,1.0972,0.166667,382.185,0.00261653,0.00509966
825,826,hypercube,1,2000.0,false,protein,1,12,15.0,10000,14,1.0972,0.166667,371.92,0.00268875,0.00539587
826,827,hypercube,1,2000.0,false,protein,1,12,15.0,10000,16,1.0972,0.166667,372.264,0.00268627,0.00529413
827,828,hypercube,1,2000.0,false,protein,1,12,15.0,10000,18,1.0972,0.166667,374.494,0.00267027,0.00506891
828,829,hypercube,1,2000.0,false,protein,1,12,20.0,10,2,2.35558,0.0,143369.0,6.975,0.00531786
829,830,hypercube,1,2000.0,false,protein,1,12,20.0,10,4,2.35558,0.0,24365.5,4.10417,0.00524356
830,831,hypercube,1,2000.0,false,protein,1,12,20.0,10,6,2.35558,0.0,8279.86,0.000120775,0.00519177
831,832,hypercube,1,2000.0,false,protein,1,12,20.0,10,8,2.35558,0.0,5383.58,0.00018575,0.0052751
832,833,hypercube,1,2000.0,false,protein,1,12,20.0,10,10,2.35558,0.0,4870.53,0.000205317,0.00521314
833,834,hypercube,1,2000.0,false,protein,1,12,20.0,10,12,2.35558,0.0,4995.63,0.000200175,0.00530417
834,835,hypercube,1,2000.0,false,protein,1,12,20.0,10,14,2.35558,0.0,4833.45,0.000206892,0.00523543
835,836,hypercube,1,2000.0,false,protein,1,12,20.0,10,16,2.35558,0.0,4880.03,0.000204917,0.00519914
836,837,hypercube,1,2000.0,false,protein,1,12,20.0,10,18,2.35558,0.0,4816.76,0.000207608,0.00539088
837,838,hypercube,1,2000.0,false,protein,1,12,20.0,100,2,1.90415,0.0,38747.2,2.58083,0.00530963
838,839,hypercube,1,2000.0,false,protein,1,12,20.0,100,4,1.90415,0.0,15343.3,6.5175,0.00534288
839,840,hypercube,1,2000.0,false,protein,1,12,20.0,100,6,1.90415,0.0,6707.66,0.000149083,0.00536862
840,841,hypercube,1,2000.0,false,protein,1,12,20.0,100,8,1.90415,0.0,5086.25,0.000196608,0.00518605
841,842,hypercube,1,2000.0,false,protein,1,12,20.0,100,10,1.90415,0.0,4598.93,0.000217442,0.0052396
842,843,hypercube,1,2000.0,false,protein,1,12,20.0,100,12,1.90415,0.0,4072.9,0.000245525,0.00532254
843,844,hypercube,1,2000.0,false,protein,1,12,20.0,100,14,1.90415,0.0,4452.36,0.0002246,0.005183
844,845,hypercube,1,2000.0,false,protein,1,12,20.0,100,16,1.90415,0.0,4345.15,0.000230142,0.00529934
845,846,hypercube,1,2000.0,false,protein,1,12,20.0,100,18,1.90415,0.0,4403.67,0.000227083,0.00533135
846,847,hypercube,1,2000.0,false,protein,1,12,20.0,1000,2,1.69307,0.0,4086.92,0.000244683,0.005277
847,848,hypercube,1,2000.0,false,protein,1,12,20.0,1000,4,1.69307,0.0,3994.54,0.000250342,0.00530461
848,849,hypercube,1,2000.0,false,protein,1,12,20.0,1000,6,1.69307,0.0,3068.82,0.000325858,0.00527309
849,850,hypercube,1,2000.0,false,protein,1,12,20.0,1000,8,1.69307,0.0,2566.24,0.000389675,0.00529111
850,851,hypercube,1,2000.0,false,protein,1,12,20.0,1000,10,1.69307,0.0,2408.91,0.000415125,0.00529106
851,852,hypercube,1,2000.0,false,protein,1,12,20.0,1000,12,1.69307,0.0,2466.19,0.000405483,0.00526057
852,853,hypercube,1,2000.0,false,protein,1,12,20.0,1000,14,1.69307,0.0,2332.04,0.000428808,0.00541908
853,854,hypercube,1,2000.0,false,protein,1,12,20.0,1000,16,1.69307,0.0,2523.82,0.000396225,0.00522111
854,855,hypercube,1,2000.0,false,protein,1,12,20.0,1000,18,1.69307,0.0,2503.6,0.000399425,0.0052931
855,856,hypercube,1,2000.0,false,protein,1,12,20.0,10000,2,1.2029,0.0,433.996,0.00230417,0.00529241
856,857,hypercube,1,2000.0,false,protein,1,12,20.0,10000,4,1.2029,0.0,437.618,0.0022851,0.00516863
857,858,hypercube,1,2000.0,false,protein,1,12,20.0,10000,6,1.2029,0.0,417.396,0.00239581,0.00510261
858,859,hypercube,1,2000.0,false,protein,1,12,20.0,10000,8,1.2029,0.0,414.482,0.00241265,0.00514457
859,860,hypercube,1,2000.0,false,protein,1,12,20.0,10000,10,1.2029,0.0,407.754,0.00245246,0.0052864
860,861,hypercube,1,2000.0,false,protein,1,12,20.0,10000,12,1.2029,0.0,411.453,0.00243041,0.00523666
861,862,hypercube,1,2000.0,false,protein,1,12,20.0,10000,14,1.2029,0.0,409.699,0.00244082,0.00516947
862,863,hypercube,1,2000.0,false,protein,1,12,20.0,10000,16,1.2029,0.0,409.285,0.00244328,0.00520986
863,864,hypercube,1,2000.0,false,protein,1,12,20.0,10000,18,1.2029,0.0,403.395,0.00247896,0.00523187
864,865,hypercube,1,2000.0,false,protein,1,14,3.0,10,2,1.93344,0.0,72815.5,1.37333,0.00523776
865,866,hypercube,1,2000.0,false,protein,1,14,3.0,10,4,1.93344,0.0,12305.2,8.12667,0.00523397
866,867,hypercube,1,2000.0,false,protein,1,14,3.0,10,6,1.93344,0.0,3187.67,0.000313708,0.00532251
867,868,hypercube,1,2000.0,false,protein,1,14,3.0,10,8,1.93344,0.0,1670.31,0.000598692,0.00522551
868,869,hypercube,1,2000.0,false,protein,1,14,3.0,10,10,1.93344,0.0,1357.42,0.000736692,0.00524243
869,870,hypercube,1,2000.0,false,protein,1,14,3.0,10,12,1.93344,0.0,1280.66,0.00078085,0.00529843
870,871,hypercube,1,2000.0,false,protein,1,14,3.0,10,14,1.93344,0.0,1276.43,0.000783433,0.00530575
871,872,hypercube,1,2000.0,false,protein,1,14,3.0,10,16,1.93344,0.0,1279.89,0.000781317,0.00533418
872,873,hypercube,1,2000.0,false,protein,1,14,3.0,10,18,1.93344,0.0,1264.0,0.000791142,0.00516465
873,874,hypercube,1,2000.0,false,protein,1,14,3.0,100,2,1.36471,0.0,17462.2,5.72667,0.00545557
874,875,hypercube,1,2000.0,false,protein,1,14,3.0,100,4,1.34716,0.0,7720.52,0.000129525,0.00523226
875,876,hypercube,1,2000.0,false,protein,1,14,3.0,100,6,1.34716,0.0,2872.67,0.000348108,0.00523338
876,877,hypercube,1,2000.0,false,protein,1,14,3.0,100,8,1.34716,0.0,1553.66,0.000643642,0.00519534
877,878,hypercube,1,2000.0,false,protein,1,14,3.0,100,10,1.34716,0.0,1259.97,0.000793667,0.00534661
878,879,hypercube,1,2000.0,false,protein,1,14,3.0,100,12,1.34716,0.0,1238.29,0.000807567,0.00518306
879,880,hypercube,1,2000.0,false,protein,1,14,3.0,100,14,1.34716,0.0,1242.92,0.000804558,0.00528758
880,881,hypercube,1,2000.0,false,protein,1,14,3.0,100,16,1.34716,0.0,1240.95,0.000805833,0.00518057
881,882,hypercube,1,2000.0,false,protein,1,14,3.0,100,18,1.34716,0.0,1187.6,0.000842033,0.0052192
882,883,hypercube,1,2000.0,false,protein,1,14,3.0,1000,2,1.29017,0.0,3218.88,0.000310667,0.00513939
883,884,hypercube,1,2000.0,false,protein,1,14,3.0,1000,4,1.16478,0.0833333,2211.08,0.000452267,0.00529771
884,885,hypercube,1,2000.0,false,protein,1,14,3.0,1000,6,1.16478,0.0833333,1434.43,0.000697142,0.00524138
885,886,hypercube,1,2000.0,false,protein,1,14,3.0,1000,8,1.16478,0.0833333,1022.26,0.000978225,0.00514033
886,887,hypercube,1,2000.0,false,protein,1,14,3.0,1000,10,1.16478,0.0833333,848.908,0.00117798,0.00537415
887,888,hypercube,1,2000.0,false,protein,1,14,3.0,1000,12,1.16478,0.0833333,871.992,0.0011468,0.00524669
888,889,hypercube,1,2000.0,false,protein,1,14,3.0,1000,14,1.16478,0.0833333,850.057,0.00117639,0.00522669
889,890,hypercube,1,2000.0,false,protein,1,14,3.0,1000,16,1.16478,0.0833333,852.739,0.00117269,0.00527461
890,891,hypercube,1,2000.0,false,protein,1,14,3.0,1000,18,1.16478,0.0833333,854.926,0.00116969,0.00525192
891,892,hypercube,1,2000.0,false,protein,1,14,3.0,10000,2,1.26846,0.0833333,1250.86,0.00079945,0.00526125
892,893,hypercube,1,2000.0,false,protein,1,14,3.0,10000,4,1.01572,0.25,350.342,0.00285435,0.0051647
893,894,hypercube,1,2000.0,false,protein,1,14,3.0,10000,6,1.01572,0.25,302.552,0.00330522,0.00507077
894,895,hypercube,1,2000.0,false,protein,1,14,3.0,10000,8,1.01572,0.25,264.564,0.00377981,0.00510765
895,896,hypercube,1,2000.0,false,protein,1,14,3.0,10000,10,1.01572,0.25,255.819,0.00390901,0.00512802
896,897,hypercube,1,2000.0,false,protein,1,14,3.0,10000,12,1.01572,0.25,254.295,0.00393244,0.0050662
897,898,hypercube,1,2000.0,false,protein,1,14,3.0,10000,14,1.01572,0.25,265.85,0.00376152,0.00516372
898,899,hypercube,1,2000.0,false,protein,1,14,3.0,10000,16,1.01572,0.25,254.341,0.00393173,0.00511449
899,900,hypercube,1,2000.0,false,protein,1,14,3.0,10000,18,1.01572,0.25,255.152,0.00391923,0.00524198
900,901,hypercube,1,2000.0,false,protein,1,14,4.0,10,2,1.85241,0.0833333,74165.6,1.34833,0.00542167
901,902,hypercube,1,2000.0,false,protein,1,14,4.0,10,4,1.85241,0.0833333,12770.0,7.83083,0.00517649
902,903,hypercube,1,2000.0,false,protein,1,14,4.0,10,6,1.85241,0.0833333,3228.58,0.000309733,0.00528814
903,904,hypercube,1,2000.0,false,protein,1,14,4.0,10,8,1.85241,0.0833333,1651.55,0.000605492,0.00522064
904,905,hypercube,1,2000.0,false,protein,1,14,4.0,10,10,1.85241,0.0833333,1358.74,0.000735975,0.00534362
905,906,hypercube,1,2000.0,false,protein,1,14,4.0,10,12,1.85241,0.0833333,1309.53,0.000763633,0.00517669
906,907,hypercube,1,2000.0,false,protein,1,14,4.0,10,14,1.85241,0.0833333,1288.96,0.000775817,0.00535537
907,908,hypercube,1,2000.0,false,protein,1,14,4.0,10,16,1.85241,0.0833333,1255.7,0.000796367,0.00538635
908,909,hypercube,1,2000.0,false,protein,1,14,4.0,10,18,1.85241,0.0833333,1292.57,0.00077365,0.00521565
909,910,hypercube,1,2000.0,false,protein,1,14,4.0,100,2,1.41726,0.166667,16227.2,6.1625,0.0053153
910,911,hypercube,1,2000.0,false,protein,1,14,4.0,100,4,1.41726,0.166667,7335.41,0.000136325,0.00522326
911,912,hypercube,1,2000.0,false,protein,1,14,4.0,100,6,1.41726,0.166667,2888.64,0.000346183,0.00530297
912,913,hypercube,1,2000.0,false,protein,1,14,4.0,100,8,1.41726,0.166667,1512.29,0.00066125,0.00518648
913,914,hypercube,1,2000.0,false,protein,1,14,4.0,100,10,1.41726,0.166667,1260.42,0.000793383,0.00530612
914,915,hypercube,1,2000.0,false,protein,1,14,4.0,100,12,1.41726,0.166667,1228.38,0.000814083,0.00520702
915,916,hypercube,1,2000.0,false,protein,1,14,4.0,100,14,1.41726,0.166667,1186.22,0.000843017,0.00524746
916,917,hypercube,1,2000.0,false,protein,1,14,4.0,100,16,1.41726,0.166667,1181.77,0.000846192,0.0053518
917,918,hypercube,1,2000.0,false,protein,1,14,4.0,100,18,1.41726,0.166667,1195.35,0.000836575,0.00529568
918,919,hypercube,1,2000.0,false,protein,1,14,4.0,1000,2,1.2235,0.166667,3060.99,0.000326692,0.00515867
919,920,hypercube,1,2000.0,false,protein,1,14,4.0,1000,4,1.14668,0.25,2139.23,0.000467458,0.00530165
920,921,hypercube,1,2000.0,false,protein,1,14,4.0,1000,6,1.14668,0.25,1504.04,0.000664875,0.00518001
921,922,hypercube,1,2000.0,false,protein,1,14,4.0,1000,8,1.14668,0.25,1036.02,0.000965233,0.00523715
922,923,hypercube,1,2000.0,false,protein,1,14,4.0,1000,10,1.14668,0.25,893.469,0.00111923,0.00525807
923,924,hypercube,1,2000.0,false,protein,1,14,4.0,1000,12,1.14668,0.25,860.493,0.00116212,0.00524676
924,925,hypercube,1,2000.0,false,protein,1,14,4.0,1000,14,1.14668,0.25,854.178,0.00117072,0.00525217
925,926,hypercube,1,2000.0,false,protein,1,14,4.0,1000,16,1.14668,0.25,872.22,0.0011465,0.00517814
926,927,hypercube,1,2000.0,false,protein,1,14,4.0,1000,18,1.14668,0.25,870.631,0.00114859,0.00531255
927,928,hypercube,1,2000.0,false,protein,1,14,4.0,10000,2,1.09692,0.166667,1296.02,0.000771592,0.00509585
928,929,hypercube,1,2000.0,false,protein,1,14,4.0,10000,4,1.00513,0.25,365.246,0.00273788,0.00509602
929,930,hypercube,1,2000.0,false,protein,1,14,4.0,10000,6,1.00513,0.25,290.209,0.00344579,0.00510267
930,931,hypercube,1,2000.0,false,protein,1,14,4.0,10000,8,1.00513,0.25,265.158,0.00377134,0.00513897
931,932,hypercube,1,2000.0,false,protein,1,14,4.0,10000,10,1.00513,0.25,257.09,0.00388968,0.00509857
